etak_id,annual_kwh/pv_m2,y-y_variation/pv_m2,monthly_average_kwh/pv_m2,pv_suitable_area,Jan_kwh/pv_m2,Feb_kwh/pv_m2,Mar_kwh/pv_m2,Apr_kwh/pv_m2,May_kwh/pv_m2,Jun_kwh/pv_m2,Jul_kwh/pv_m2,Aug_kwh/pv_m2,Sep_kwh/pv_m2,Oct_kwh/pv_m2,Nov_kwh/pv_m2,Dec_kwh/pv_m2
642113,164.1,8.74,13.67,28.92984713459158,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
642116,164.1,8.74,13.669999999999998,596.1932273076251,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
642117,139.69,6.36,11.64,109.57539364962612,1.94,5.36,11.6,16.61,22.21,21.89,21.45,17.6,12.01,6.06,1.89,1.09
642119,142.32,6.1,11.86,5.928757360503953,1.66,5.01,11.28,17.48,22.84,22.86,22.48,18.26,12.0,5.81,1.76,0.89
642120,160.39999999999998,8.26,13.365,119.11310728541069,3.045,7.6450000000000005,14.26,19.445,23.814999999999998,22.85,22.86,19.689999999999998,14.36,7.84,2.77,1.8250000000000002
643165,149.29999999999998,7.039999999999999,12.443333333333333,87.61779961803681,2.3033333333333332,6.196666666666666,12.566666666666668,18.116666666666667,23.066666666666666,22.676666666666666,22.436666666666667,18.713333333333335,12.966666666666667,6.713333333333334,2.216666666666667,1.3266666666666667
643172,153.65333333333334,7.3999999999999995,12.806666666666667,492.4594279051019,2.4833333333333334,6.55,13.11,18.593333333333334,23.633333333333336,23.05333333333333,22.856666666666666,19.150000000000002,13.436666666666667,7.010000000000001,2.3466666666666667,1.4400000000000002
643174,150.91333333333333,6.966666666666666,12.576666666666668,61.87761890532524,2.2433333333333336,6.1000000000000005,12.65,18.243333333333336,23.540000000000003,23.143333333333334,22.89,18.94,13.046666666666667,6.673333333333333,2.17,1.2766666666666666
643175,164.1,8.74,13.67,28.06683157491777,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
643176,164.1,8.74,13.67,21.955160984349355,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
643177,164.1,8.74,13.67,32.751831508990115,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
643181,164.1,8.74,13.67,521.216002353519,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
643182,148.13833333333332,7.080000000000001,12.344999999999999,149.540253496008,2.3633333333333333,6.2250000000000005,12.61,17.821666666666665,22.92,22.361666666666665,22.105,18.485,12.928333333333335,6.721666666666667,2.23,1.3683333333333334
643183,156.08,7.8225,13.00375,597.9217696893751,2.78875,7.1312500000000005,13.645,18.9325,23.4725,22.69375,22.625,19.28375,13.845,7.435,2.57125,1.6500000000000001
643186,153.25666666666666,7.578333333333333,12.771666666666667,612.1043398539861,2.69,6.855,13.31,18.408333333333335,23.286666666666665,22.56833333333333,22.42,18.94666666666667,13.508333333333333,7.203333333333333,2.47,1.5866666666666667
643188,146.5625,6.9075,12.212499999999999,85.19259510985489,2.275,6.09,12.3225,17.7775,22.6325,22.2425,22.015,18.375,12.73,6.602499999999999,2.1875,1.3125
643190,157.485,8.09,13.120000000000001,29.67998106436653,2.96,7.45,13.945,19.12,23.425,22.515,22.494999999999997,19.35,14.08,7.67,2.7,1.77
643193,146.98833333333334,6.484999999999999,12.246666666666668,167.4168387389289,1.9366666666666665,5.508333333333333,11.981666666666667,17.81833333333333,23.351666666666663,23.175,22.826666666666668,18.64,12.526666666666666,6.211666666666666,1.945,1.0716666666666668
643194,153.58499999999998,7.3100000000000005,12.8,67.19139328970716,2.4299999999999997,6.46,13.004999999999999,18.62,23.735,23.16,22.95,19.205,13.370000000000001,6.9350000000000005,2.31,1.4
643197,162.05,8.41,13.5,102.90744786331005,3.205,7.905,14.585,19.42,23.955,22.905,22.905,19.745,14.56,8.055,2.87,1.9300000000000002
643198,154.03,7.18,12.84,58.06432860860582,2.29,6.26,12.87,18.78,23.97,23.51,23.33,19.38,13.32,6.81,2.22,1.3
643200,151.505,7.485,12.625,167.8990134489064,2.62,6.755,13.08,18.345,22.990000000000002,22.325000000000003,22.18,18.78,13.355,7.1,2.4349999999999996,1.545
643202,151.285,7.005,12.605,105.40492765124529,2.24,6.095,12.635,18.33,23.625,23.215,22.945,19.02,13.075,6.66,2.165,1.27
643203,164.1,8.74,13.67,43.38330999518235,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
643204,149.48,6.64,12.46,81.35522199081369,1.95,5.6,12.15,18.24,23.71,23.53,23.22,19.0,12.73,6.3,1.97,1.07
643205,164.1,8.74,13.67,59.30856059582592,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
643206,152.2875,7.6375,12.69,96.84892748518322,2.7199999999999998,6.9025,13.344999999999999,18.26,23.0475,22.2825,22.1275,18.7675,13.4925,7.2425,2.4875,1.6075000000000002
643207,164.1,8.74,13.67,102.186279296875,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
643211,155.4,7.43,12.95,35.192790278429705,2.57,6.68,13.34,18.58,23.94,23.33,23.09,19.28,13.59,7.12,2.39,1.5
643212,155.81,7.29,12.98,60.36394706284951,2.37,6.42,13.14,18.84,24.21,23.72,23.49,19.52,13.51,6.95,2.28,1.35
643214,164.1,8.74,13.67,50.64475810614679,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
643217,155.62666666666667,7.6933333333333325,12.966666666666667,209.47943892443445,2.7533333333333334,7.04,13.626666666666667,18.71666666666667,23.53,22.77333333333333,22.649999999999995,19.2,13.780000000000001,7.386666666666667,2.5366666666666666,1.6233333333333333
643218,164.1,8.74,13.67,82.62811186040433,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
643221,156.29999999999998,7.830000000000001,13.022631578947369,1125.888051138091,2.8226315789473686,7.185789473684211,13.718421052631578,18.861052631578946,23.488421052631576,22.702631578947365,22.622631578947367,19.260526315789473,13.875263157894736,7.4878947368421045,2.594736842105263,1.6721052631578948
643226,164.1,8.74,13.67,36.081575636113456,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
643227,146.81,6.3,12.23,29.98078788798856,1.79,5.25,11.81,17.76,23.62,23.52,23.11,18.7,12.4,6.04,1.84,0.96
643228,150.41,6.73,12.53,63.86302599730966,2.0,5.71,12.28,18.34,23.79,23.58,23.27,19.08,12.84,6.39,2.01,1.11
643684,152.15,7.696666666666666,12.676666666666668,124.06064557954227,2.793333333333333,7.0,13.433333333333332,18.14,22.97,22.14,21.96666666666667,18.69,13.516666666666666,7.31,2.53,1.6633333333333333
643686,152.6,6.994999999999999,12.715,72.38083073880894,2.17,6.029999999999999,12.635,18.61,23.9,23.545,23.314999999999998,19.270000000000003,13.129999999999999,6.635,2.1399999999999997,1.22
643687,143.96,6.15,12.0,20.9152645405901,1.77,5.14,11.63,17.29,23.23,23.07,22.62,18.32,12.19,5.94,1.8,0.95
643689,139.455,6.555,11.620000000000001,238.0305986655876,2.045,5.585,11.605,16.905,21.775,21.46,21.15,17.560000000000002,12.07,6.155,1.9849999999999999,1.1600000000000001
643694,156.06666666666666,7.736666666666667,13.006666666666666,135.4448982977712,2.7266666666666666,7.006666666666667,13.6,18.803333333333335,23.66,22.916666666666668,22.78333333333333,19.286666666666665,13.793333333333335,7.359999999999999,2.5233333333333334,1.6066666666666667
643695,162.55,8.405000000000001,13.545,99.66559299653693,3.13,7.82,14.54,19.634999999999998,24.07,23.07,23.09,19.895,14.58,8.004999999999999,2.83,1.875
643698,154.435,7.465,12.865,52.12507324946063,2.59,6.74,13.344999999999999,18.575000000000003,23.619999999999997,22.965,22.78,19.155,13.57,7.164999999999999,2.415,1.51
643699,152.04,6.890000000000001,12.67,26.192337342426725,2.1,5.9,12.525,18.505000000000003,23.935000000000002,23.645000000000003,23.369999999999997,19.22,13.035,6.545,2.085,1.17
643853,139.64,5.61,11.64,79.91936074947647,1.37,4.43,10.74,17.05,22.94,23.18,22.71,18.07,11.55,5.36,1.53,0.7
643859,159.34333333333333,8.1,13.276666666666666,103.2806755616794,2.9566666666666666,7.47,14.096666666666666,19.266666666666666,23.786666666666665,22.906666666666666,22.873333333333335,19.58666666666667,14.213333333333333,7.72,2.6999999999999997,1.76
643861,164.1,8.74,13.67,32.2708446736936,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
643863,164.1,8.74,13.67,63.95714282893204,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
643865,143.42,6.05,11.95,82.92185649656952,1.7,5.02,11.5,17.26,23.22,23.16,22.68,18.29,12.09,5.84,1.75,0.91
643866,159.43,8.16,13.285,121.8118170241941,2.985,7.5200000000000005,14.11,19.335,23.75,22.814999999999998,22.83,19.605,14.235,7.74,2.7199999999999998,1.78
643867,164.1,8.74,13.67,99.29928896471291,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
643869,150.9325,6.92,12.58,73.59089413118537,2.1774999999999998,5.984999999999999,12.5425,18.29,23.677500000000002,23.2925,23.0025,19.009999999999998,13.0125,6.585,2.12,1.2275
643871,159.12333333333333,8.104444444444445,13.257777777777777,1675.9179682555384,2.985555555555555,7.504444444444445,14.12,19.186666666666667,23.73111111111111,22.83,22.795555555555556,19.523333333333333,14.205555555555556,7.7411111111111115,2.714444444444444,1.7811111111111113
643873,164.1,8.74,13.67,114.38103616824387,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
643882,151.89,6.853333333333334,12.656666666666666,58.40011355359638,2.1033333333333335,5.890000000000001,12.549999999999999,18.373333333333335,23.97,23.66333333333333,23.349999999999998,19.173333333333336,13.013333333333334,6.543333333333333,2.0766666666666667,1.1733333333333333
643883,149.29500000000002,6.88,12.440000000000001,50.881517704651316,2.1100000000000003,5.890000000000001,12.305,18.305,23.35,23.045,22.785,18.880000000000003,12.85,6.49,2.09,1.19
643890,164.1,8.74,13.67,45.60619007822987,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
643891,153.24,7.28,12.77,59.10729635908847,2.5,6.5,13.1,18.33,23.69,23.1,22.83,19.06,13.37,6.99,2.33,1.45
643894,150.755,7.5425,12.5625,99.78712384288303,2.645,6.765,13.1425,18.1225,22.875,22.1425,21.98,18.625,13.3325,7.12,2.4375,1.5625
643895,149.95,6.68,12.5,38.14443644423656,1.98,5.66,12.22,18.29,23.75,23.55,23.25,19.04,12.79,6.35,1.99,1.09
643896,164.1,8.74,13.669999999999998,708.6969828503472,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
643897,154.365,7.455,12.865,71.52276695008186,2.5,6.609999999999999,13.129999999999999,18.845,23.66,23.06,22.924999999999997,19.29,13.495000000000001,7.04,2.37,1.45
643898,150.92,6.853333333333333,12.579999999999998,43.43920404437459,2.183333333333333,5.96,12.576666666666666,18.116666666666667,23.77333333333333,23.386666666666667,23.040000000000003,18.970000000000002,12.986666666666666,6.580000000000001,2.1133333333333333,1.2299999999999998
643900,164.1,8.74,13.67,44.16242543459099,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
643902,163.01592592592593,8.613888888888889,13.579814814814814,2933.130364363768,3.323888888888889,8.150185185185185,14.833148148148148,19.598518518518517,23.849444444444448,22.71037037037037,22.775555555555552,19.79685185185185,14.75314814814815,8.243703703703703,2.962962962962963,2.0090740740740745
643905,133.53,5.36,11.13,153.93006136761107,1.37,4.29,10.47,15.97,22.0,22.12,21.54,17.18,11.14,5.24,1.5,0.71
643906,146.05,6.932,12.168000000000001,155.01089279975008,2.258,6.0840000000000005,12.294,17.798000000000002,22.504,22.11,21.895999999999997,18.322,12.724,6.5840000000000005,2.178,1.3
643907,142.17,5.86,11.85,43.216296849444745,1.51,4.71,11.09,17.35,23.17,23.31,22.87,18.31,11.85,5.59,1.64,0.78
643910,152.02428571428572,7.198571428571428,12.665714285714285,621.3250556786201,2.39,6.384285714285715,12.885714285714286,18.435714285714287,23.43285714285714,22.95,22.755714285714284,19.002857142857145,13.244285714285715,6.88,2.2842857142857143,1.375714285714286
643912,153.045,7.33,12.754999999999999,84.98088790786957,2.425,6.46,12.945,18.689999999999998,23.55,23.005000000000003,22.85,19.16,13.344999999999999,6.92,2.31,1.4
643914,164.1,8.74,13.67,170.90847670621318,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
643916,149.53,6.67,12.46,49.98092018456988,1.97,5.65,12.18,18.26,23.68,23.46,23.17,18.99,12.76,6.33,1.99,1.09
643918,164.1,8.74,13.67,283.2094865290229,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
643922,164.1,8.74,13.67,118.1063016781347,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
643925,154.055,7.425000000000001,12.835,14.611715435136656,2.565,6.69,13.285,18.535,23.59,22.96,22.77,19.12,13.525,7.125,2.4,1.495
643927,164.1,8.74,13.67,47.061756361800704,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
643928,164.1,8.74,13.67,70.7784427461969,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
643929,144.47,6.17,12.04,11.02371549149333,1.76,5.15,11.65,17.38,23.3,23.19,22.73,18.39,12.22,5.94,1.8,0.95
643930,152.56333333333333,7.3999999999999995,12.713333333333333,39.60889546018458,2.5500000000000003,6.6000000000000005,13.089999999999998,18.336666666666666,23.426666666666666,22.77333333333333,22.573333333333334,18.956666666666667,13.36,7.026666666666666,2.3666666666666667,1.4933333333333334
643932,151.01,7.18,12.58,103.56057853153244,2.43,6.36,12.88,18.0,23.43,22.86,22.56,18.8,13.16,6.86,2.27,1.41
643933,154.078,7.523999999999999,12.84,159.68725808879165,2.604,6.756,13.278,18.628,23.512,22.838,22.676,19.128,13.547999999999998,7.153999999999999,2.428,1.526
643936,153.03333333333333,7.8133333333333335,12.753333333333332,122.51490114421942,2.8866666666666667,7.210000000000001,13.520000000000001,18.416666666666668,22.88,22.006666666666664,21.923333333333332,18.78333333333333,13.63,7.423333333333333,2.6133333333333333,1.7299999999999998
643937,126.5,5.0,10.54,85.2724057513552,1.16,3.86,9.49,15.57,20.78,21.26,20.72,16.48,10.43,4.8,1.36,0.58
643938,161.45000000000002,8.51,13.450000000000001,78.68110570262729,3.293333333333333,8.036666666666667,14.653333333333334,19.34,23.7,22.576666666666664,22.606666666666666,19.606666666666666,14.576666666666668,8.136666666666667,2.9233333333333333,1.9933333333333334
643941,149.005,6.905,12.415,57.3996793693867,2.26,6.07,12.485,18.04,23.14,22.78,22.549999999999997,18.685000000000002,12.89,6.619999999999999,2.175,1.3050000000000002
643942,149.865,6.67,12.485,61.282522834193784,1.975,5.65,12.21,18.27,23.755,23.549999999999997,23.244999999999997,19.025,12.780000000000001,6.335,1.985,1.0899999999999999
643944,164.1,8.74,13.67,47.28258723301346,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
643946,164.1,8.74,13.67,23.209716796875,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
643949,164.1,8.74,13.67,64.97803860926788,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
643952,154.3725,7.612500000000001,12.8625,60.458728369999875,2.7175000000000002,6.945,13.4625,18.565,23.3925,22.66,22.5275,19.067500000000003,13.635,7.29,2.505,1.6025
643954,164.1,8.74,13.67,177.79369427787472,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
643956,149.3,6.903999999999999,12.437999999999999,151.55884736836308,2.2640000000000002,6.082,12.536,18.026,23.22,22.834,22.578,18.708000000000002,12.924000000000001,6.640000000000001,2.178,1.3
643959,150.43800000000002,7.236,12.534,97.82581740546856,2.43,6.414,12.803999999999998,18.214,23.146,22.582,22.369999999999997,18.768,13.144,6.856,2.298,1.412
643961,156.8,8.09,13.07,19.56306377441762,2.95,7.41,13.82,19.16,23.33,22.38,22.4,19.31,14.01,7.6,2.69,1.77
643962,154.69,7.29,12.89,15.66899217720416,2.35,6.38,12.99,18.86,23.97,23.5,23.3,19.41,13.42,6.89,2.27,1.35
643964,154.2275,7.4825,12.8525,130.50561221945858,2.5825,6.7125,13.29,18.560000000000002,23.6225,22.9525,22.759999999999998,19.1475,13.545,7.14,2.4075,1.5050000000000001
643965,146.965,6.404999999999999,12.245000000000001,58.33569815921091,1.855,5.375,11.89,17.835,23.5,23.34,22.975,18.700000000000003,12.475,6.119999999999999,1.8900000000000001,1.0150000000000001
643966,148.125,6.625,12.344999999999999,100.31922733918576,2.0,5.665,12.114999999999998,18.005,23.41,23.185000000000002,22.875,18.75,12.675,6.335,2.005,1.1099999999999999
643967,153.815,7.41,12.815000000000001,41.12580456533581,2.56,6.675000000000001,13.27,18.495,23.560000000000002,22.924999999999997,22.729999999999997,19.095,13.504999999999999,7.115,2.395,1.49
643970,143.21,5.99,11.93,41.87024476678347,1.65,4.93,11.4,17.27,23.26,23.23,22.77,18.3,12.03,5.77,1.72,0.87
643972,156.86285714285714,7.845714285714286,13.06857142857143,261.0014840367746,2.8414285714285716,7.214285714285714,13.791428571428572,18.90857142857143,23.57,22.77285714285714,22.699999999999996,19.315714285714286,13.928571428571429,7.518571428571428,2.607142857142857,1.6871428571428573
643980,152.3133333333333,7.1433333333333335,12.696666666666667,90.22915425085331,2.3466666666666667,6.3066666666666675,12.829999999999998,18.41,23.626666666666665,23.173333333333336,22.919999999999998,19.05666666666667,13.219999999999999,6.823333333333333,2.2466666666666666,1.3499999999999999
643982,164.1,8.74,13.67,44.08337034177865,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
643985,134.19,5.5,11.18,28.22662243676421,1.38,4.38,10.33,16.53,21.8,22.09,21.6,17.39,11.16,5.28,1.54,0.71
643990,138.49,5.51,11.54,125.7676528020108,1.33,4.32,10.59,16.92,22.81,23.1,22.61,17.95,11.42,5.28,1.5,0.67
643992,156.1825,7.895,13.0125,391.43384247931374,2.895,7.2975,13.8525,18.75,23.372500000000002,22.5225,22.445,19.165,13.935,7.5775,2.64,1.7225000000000001
643994,153.29500000000002,7.1675,12.775,104.50971576349012,2.35,6.327500000000001,12.945,18.5075,23.805,23.3275,23.085,19.18,13.305,6.8575,2.2525,1.3475000000000001
643997,160.23,8.218,13.347999999999999,686.2264007651951,3.064,7.658000000000001,14.319999999999999,19.276,23.81,22.839999999999996,22.823999999999998,19.604000000000003,14.352,7.867999999999999,2.772,1.832
643998,155.66,7.5649999999999995,12.969999999999999,1141.7752273019273,2.645,6.855,13.48,18.735,23.740000000000002,23.06,22.9,19.28,13.695,7.255,2.46,1.545
643999,164.1,8.74,13.67,940.8080696792173,3.4,8.3,15.0,19.73,23.91,22.719999999999995,22.81,19.89,14.890000000000002,8.36,3.02,2.06
644001,163.24,8.495000000000001,13.6,82.7921438630185,3.23,7.985,14.715,19.62,24.08,23.015,23.035,19.895,14.685,8.135,2.895,1.945
644004,145.318,6.357,12.111,743.9262214587785,1.857,5.356,11.767,17.645,23.157,23.036,22.677,18.469,12.356,6.0920000000000005,1.89,1.016
644006,154.57000000000002,7.8500000000000005,12.876666666666667,219.90772638136895,2.81,7.150000000000001,13.533333333333333,18.826666666666668,23.146666666666665,22.323333333333334,22.28,19.083333333333332,13.743333333333334,7.41,2.5833333333333335,1.6733333333333336
644010,164.1,8.74,13.67,28.71516199279577,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
644014,151.62,7.0,12.64,19.738329439301697,2.3,6.15,12.77,18.15,23.71,23.28,22.95,18.96,13.12,6.73,2.19,1.31
644015,164.1,8.74,13.67,59.4596214616917,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
644017,164.1,8.74,13.67,138.47137955889806,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
644018,164.1,8.74,13.67,166.75874931816233,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
644019,164.1,8.74,13.67,35.31260438771797,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
644021,164.1,8.74,13.67,44.31491971627565,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
644023,161.41,8.594999999999999,13.45,115.57959789354203,3.3,8.09,14.65,19.54,23.560000000000002,22.4,22.505,19.634999999999998,14.620000000000001,8.155,2.9450000000000003,2.0
644026,144.57,6.16,12.045,189.0427627264843,1.7000000000000002,5.08,11.515,17.595,23.295,23.284999999999997,22.865,18.490000000000002,12.18,5.890000000000001,1.775,0.9099999999999999
644032,164.1,8.74,13.67,44.82664175155416,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
644037,144.5975,6.605,12.05,65.90455598649265,2.0875,5.7075000000000005,12.0975,17.3075,22.7375,22.41,22.0475,18.16,12.485,6.3475,2.0300000000000002,1.1775
644039,164.1,8.74,13.67,34.33821892601468,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
644040,164.1,8.74,13.67,29.27112892366757,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
644041,159.61,8.144444444444444,13.297777777777778,879.7562442538538,3.0144444444444445,7.564444444444446,14.213333333333333,19.215555555555554,23.773333333333333,22.844444444444445,22.816666666666666,19.558888888888887,14.270000000000001,7.794444444444443,2.7355555555555555,1.798888888888889
644043,162.665,8.511666666666667,13.551666666666668,1642.1870352513524,3.235,7.996666666666667,14.686666666666667,19.599999999999998,23.93166666666667,22.848333333333333,22.900000000000002,19.82166666666667,14.660000000000002,8.13,2.901666666666667,1.9466666666666665
644044,149.24,6.78,12.44,610.4452780252772,2.17,5.9,12.46,17.89,23.49,23.13,22.77,18.74,12.85,6.53,2.09,1.23
644047,164.1,8.74,13.67,303.1213128470898,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
644048,164.1,8.74,13.67,42.467785997379806,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
644049,153.576,7.736,12.796,150.86126793679122,2.783,7.07,13.498,18.512999999999998,23.080000000000002,22.291999999999998,22.205000000000002,18.917,13.643,7.367,2.553,1.65
644050,164.1,8.74,13.67,38.526578535033885,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
644052,164.1,8.74,13.67,35.59751170677673,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
644053,150.52222222222224,7.204444444444444,12.541111111111112,594.703935742425,2.448888888888889,6.435555555555556,12.871111111111112,18.175555555555555,23.12777777777778,22.554444444444446,22.358888888888888,18.75111111111111,13.173333333333334,6.89,2.307777777777778,1.4233333333333333
644054,164.1,8.74,13.67,16.65271985054112,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
644055,164.1,8.74,13.67,111.40357444952156,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
644057,164.1,8.74,13.67,48.6365733582317,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
644058,159.372,7.998,13.278,939.8302408574395,2.884,7.346000000000001,14.030000000000001,19.226,23.944,23.11,23.05,19.624000000000002,14.158000000000001,7.639999999999999,2.648,1.7080000000000002
644060,154.71,7.16,12.89,35.21113201727622,2.28,6.24,12.94,18.77,24.14,23.72,23.49,19.44,13.36,6.82,2.21,1.29
644061,154.608,7.4719999999999995,12.882,842.0550901617328,2.568,6.714,13.307999999999998,18.656,23.66,23.02,22.846,19.214,13.572,7.142,2.4059999999999997,1.498
644063,164.1,8.74,13.67,47.90315538500624,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
644066,156.46,7.753333333333334,13.036666666666667,75.15655451690523,2.74,7.033333333333334,13.633333333333333,18.866666666666667,23.71666666666667,22.936666666666667,22.813333333333333,19.343333333333334,13.833333333333334,7.386666666666667,2.533333333333333,1.616666666666667
644070,164.1,8.74,13.67,601.7255632310887,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
644071,154.0825,7.32,12.8375,172.8026499611118,2.4575,6.5275,13.11,18.6275,23.735,23.205,22.9975,19.22,13.4375,7.0075,2.3325,1.42
644073,164.1,8.74,13.67,11.686763736797465,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
644074,164.1,8.74,13.67,49.44686372647271,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
644076,149.9085714285714,6.894285714285714,12.494285714285715,270.9042484465955,2.1999999999999997,6.011428571428572,12.495714285714286,18.138571428571428,23.44857142857143,23.072857142857142,22.771428571428572,18.854285714285712,12.935714285714285,6.594285714285715,2.14,1.25
644079,148.82333333333335,6.736666666666667,12.4,125.90462481119114,2.0566666666666666,5.766666666666667,12.223333333333334,18.12333333333333,23.436666666666667,23.166666666666668,22.86,18.830000000000002,12.76,6.41,2.0433333333333334,1.1500000000000001
644080,155.435,7.805,12.95,30.003209190802306,2.76,7.09,13.555,18.895000000000003,23.375,22.61,22.535,19.225,13.785,7.395,2.56,1.635
644082,149.42,6.57,12.45,53.27953370842386,1.94,5.56,12.17,18.09,23.81,23.62,23.26,18.95,12.71,6.28,1.95,1.06
644083,152.55,7.266,12.712,310.19631279294146,2.448,6.478,12.982,18.45,23.478,22.936,22.753999999999998,19.026,13.312000000000001,6.948,2.32,1.418
644084,156.9025,7.7975,13.0725,34.99144777257346,2.77,7.105,13.6975,18.96,23.7,22.935,22.835,19.38,13.8825,7.435,2.5575,1.635
644085,153.95000000000002,7.506666666666667,12.826666666666668,117.32182010564401,2.6366666666666667,6.8066666666666675,13.31,18.593333333333334,23.386666666666667,22.756666666666664,22.63,19.080000000000002,13.546666666666667,7.1933333333333325,2.4533333333333336,1.5533333333333335
644087,160.265,8.095,13.355,257.7370753996105,2.925,7.44,14.125,19.39,24.009999999999998,23.14,23.11,19.735,14.254999999999999,7.709999999999999,2.685,1.7349999999999999
644088,145.64666666666668,6.68,12.136666666666665,150.4974040081192,2.103333333333333,5.796666666666667,12.043333333333331,17.746666666666666,22.713333333333335,22.473333333333333,22.19333333333333,18.356666666666666,12.556666666666667,6.390000000000001,2.0733333333333337,1.1966666666666665
644089,159.6375,8.02,13.3025,72.61385630001126,2.9299999999999997,7.405,14.0925,19.1825,23.99,23.105,23.025,19.622500000000002,14.1925,7.685,2.6725,1.74
644090,142.93,6.01,11.91,68.34172410290526,1.59,4.89,11.24,17.5,23.11,23.18,22.79,18.36,11.99,5.73,1.71,0.84
644091,160.73,8.4625,13.3925,327.69526747677793,3.25,7.9725,14.567499999999999,19.3425,23.5925,22.475,22.5175,19.552500000000002,14.5175,8.0775,2.8975,1.965
